"","date","year","month","area","numofsales","dollarVolume","allAveragePrice","allMedianPrice","newListings","SNLRTrend","activeListings","mosInvTrend","avgSPLP","avgLDOM","avgPDOM","detachedNumberofSales","detachedDollarVolume","detachedAveragePrice","detachedMedianPrice","detachedNewListings","detachedActiveListings","detachedAvgSPLP","detachedAvgLDOM","semidetachedNumberofSales","semidetachedDollarVolume","semidetachedAveragePrice","semidetachedMedianPrice","semidetachedNewListings","semidetachedActiveListings","semidetachedAvgSPLP","semidetachedAvgLDOM","attachedNumberofSales","attachedDollarVolume","attachedAveragePrice","attachedMedianPrice","attachedNewListings","attachedActiveListings","attachedAvgSPLP","attachedAvgLDOM","condotownhouseNumberofSales","condotownhouseDollarVolume","condotownhouseAveragePrice","condotownhouseMedianPrice","condotownhouseNewListings","condotownhouseActiveListings","condotownhouseAvgSPLP","condotownhouseAvgLDOM","condoapartmentNumberofSales","condoapartmentDollarVolume","condoapartmentAveragePrice","condoapartmentMedianPrice","condoapartmentNewListings","condoapartmentActiveListings","condoapartmentAvgSPLP","condoapartmentAvgLDOM","allcondoNumberofSales","allcondoDollarVolume","allcondoAveragePrice","...59","...60","...61"
"62","01-2012",12,"1","Toronto W02",41,19072811,465191,439000,67,70.3,63,1.2,101,24,"-","9","5585703","620634","534000","25",26,"101","12","10","5135000","513500","545500","20","13","105","12","7","2586608","369515","372000","3","2","100","40","13","4571500","351654","313500","14","17","98","34","2","1194000","597000","597000","4","4","105","14","15","5765500","384366.6667",NA,NA,NA
"63","01-2012",12,"1","Toronto W03",42,14301400,340510,335000,76,58.6,92,2.2,98,45,"-","22","7782000","353727","343500","45",49,"97","44","12","4756500","396375","407000","19","26","98","47","-","-","-","-","1","5","-","-","8","1762900","220363","223000","8","8","98","45","-","-","-","-","3","4","-","-","-","-","-",NA,NA,NA
"64","01-2012",12,"1","Toronto W04",46,13710588,298056,239000,98,59.3,153,2.8,97,36,"-","17","7805700","459159","420000","46",70,"97","23","1","380000","380000","380000","4","5","99","7","2","480000","240000","240000","7","14","98","47","25","4595000","183800","171000","33","55","96","47","1","449888","449888","449888","8","9","105","7","26","5044888","194034.1538",NA,NA,NA
"65","01-2012",12,"1","Toronto W05",54,18263100,338206,335250,129,54.3,206,3.3,97,39,"-","14","7251500","517964","475000","23",28,"97","33","15","5468500","364567","360000","30","35","97","23","11","2566500","233318","235000","16","37","97","63","12","2201400","183450","165850","52","97","96","52","2","775200","387600","387600","5","4","98","4","14","2976600","212614.2857",NA,NA,NA
"66","01-2012",12,"1","Toronto W06",57,23303294,408830,362000,191,49.9,287,3.2,99,45,"-","16","8452800","528300","551850","34",37,"103","29","1","362000","362000","362000","-","2","101","14","2","762494","381247","381247","7","8","98","17","31","10117000","326355","298000","145","235","96","55","6","3517000","586167","595000","4","4","97","53","37","13634000","368486.4865",NA,NA,NA
"67","01-2012",12,"1","Toronto W07",16,10115000,632188,535000,23,68.9,27,1.5,98,29,"-","10","7758000","775800","656500","15",18,"97","32","-","-","-","-","2","1","-","-","-","-","-","-","-","-","-","-","3","895000","298333","292500","5","5","99","16","3","1462000","487333","475000","1","2","98","35","6","2357000","392833.3333",NA,NA,NA
"68","01-2012",12,"1","Toronto W08",83,42227380,508764,410000,193,62,235,2.2,99,37,"-","32","24786000","774563","690000","78",86,"99","29","-","-","-","-","1","1","-","-","6","2222390","370398","373000","5","4","99","40","41","13233990","322780","305000","103","121","98","46","3","1845000","615000","615000","3","21","100","22","44","15078990","342704.3182",NA,NA,NA
"69","01-2012",12,"1","Toronto W09",28,10287021,367394,404000,61,54.4,91,3.3,97,40,"-","14","7976521","569752","563000","25",28,"96","34","-","-","-","-","2","3","-","-","1","370000","370000","370000","2","3","99","87","12","1771500","147625","120500","31","55","98","31","-","-","-","-","1","2","-","-","-","-","-",NA,NA,NA
"70","01-2012",12,"1","Toronto W10",49,13567400,276886,281000,123,55.1,177,3.2,96,42,"-","20","7911000","395550","389500","45",47,"96","37","3","985500","328500","345000","3","2","96","33","2","259900","129950","129950","11","22","93","24","21","3551700","169129","168000","62","105","97","53","1","295000","295000","295000","-","1","98","26","22","3846700","174850",NA,NA,NA
"71","01-2012",12,"1","Toronto West",433,173892394,401599,360000,1032,58.1,1419,2.6,98,38,"-","158","88551224","560451","515000","343",395,"99","31","43","17927500","416919","380000","84","90","100","27","34","10539292","309979","321250","58","101","98","45","175","46370990","264977","262000","508","768","97","46","18","9538088","529894","551000","29","54","99","31","193","55909078","289684.342",NA,NA,NA
"72","01-2012",12,"1","TRREB Total",4567,2116961749,463534,392000,9655,60.7,12290,2.2,98,32,"-","2136","1251905796","586098","489350","4413",5783,"98","32","493","209501390","424952","4.00E+05","812","685","100","22","363","110459439","304296","290000","591","738","98","39","1126","361980413","321475","298000","3105","4441","98","40","362","150153812","414790","379750","580","485","99","22","1488","512134225","344176.2265",NA,NA,NA
"73","01-2012",12,"1","TRREB Total",4567,2116961749,463534,392000,9655,60.7,12290,2.2,98,32,"-","2136","1251905796","586098","489350","4413",5783,"98","32","493","209501390","424952","400000","812","685","100","22","363","110459439","304296","290000","591","738","98","39","1126","361980413","321475","298000","3105","4441","98","40","362","150153812","414790","379750","580","485","99","22","1488","512134225","344176.2265",NA,NA,NA
"74","01-2012",12,"1","Uxbridge",17,7277350,428079,423000,43,52.7,101,4.8,96,73,"-","15","6715350","447690","430000","37",88,"96","61","-","-","-","-","1","2","-","-","1","283000","283000","283000","3","5","98","148","-","-","-","-","1","5","-","-","-","-","-","-","1","1","-","-","-","-","-",NA,NA,NA
"75","01-2012",12,"1","Vaughan",204,125796024,616647,549500,419,63.3,491,1.9,98,30,"-","119","90027613","756535","655000","249",301,"98","23","10","4854250","485425","490125","20","18","99","43","3","1204300","401433","420000","10","9","99","26","35","11422650","326361","320000","87","128","97","59","35","17237200","492491","479900","49","31","99","20","70","28659850","409426.4286",NA,NA,NA
"76","01-2012",12,"1","Whitby",120,40677808,338982,337000,219,62.9,217,1.9,98,33,"-","85","31765239","373709","355000","159",160,"98","35","4","1041500","260375","275500","4","4","98","15","4","837758","209440","202650","11","14","96","42","5","957500","191500","165000","11","14","100","29","19","5247811","276201","271000","27","19","99","30","24","6205311","258554.625",NA,NA,NA
"77","01-2012",12,"1","Whitchurch-Stouffville",36,20524738,570132,475625,73,58.1,136,3.1,97,40,"-","26","16695838","642148","541500","60",125,"97","44","7","2725000","389286","395000","7","6","99","39","-","-","-","-","-","1","-","--","-","-","-","-","-","-","-","-","3","1103900","367967","381900","6","4","100","8","-","-","-",NA,NA,NA
"78","01-2012",12,"1","York Region",793,449867909,567299,495000,1550,63.8,1913,2,98,30,"-","441","309371991","701524","615000","937",1260,"97","30","61","26337750","431766","435000","86","59","99","28","35","13250700","378591","365000","58","66","98","31","117","37076049","316889","310000","261","393","97","49","110","49596820","450880","453500","163","105","100","17","227","86672869","381818.8062",NA,NA,NA
"79","01-2013",13,"1","Adjala-Tosorontio",8,4296888,537111,474000,18,50.5,50,6.3,96,59,"-","8","4296888","537111","474000","18",50,"96","59","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA
"80","01-2013",13,"1","Ajax",96,34174772,355987,339700,168,66.6,164,1.5,99,25,"-","52","20895072","401828","391000","112",113,"99","24","9","3128700","347633","345200","13","8","100","14","3","858000","286000","265000","10","18","99","41","8","1792900","224113","208450","9","10","97","36","20","6382100","319105","316500","23","15","99","25","28","8175000","291964.2857",NA,NA,NA
"81","01-2013",13,"1","Aurora",42,22574050,537477,465000,126,60.1,155,2.2,98,38,"-","25","15637000","625480","584000","73",96,"97","36","4","1758900","439725","445000","6","4","100","27","4","1686400","421600","417450","11","12","96","33","1","165000","165000","165000","31","36","98","58","7","2881750","411679","410000","4","5","98","59","8","3046750","380843.75",NA,NA,NA
"82","01-2013",13,"1","Bradford West Gwillimbury",40,15799138,394978,367500,74,60.2,99,2.5,98,42,"-","27","11644938","431294","440000","47",78,"97","46","4","1199200","299800","302600","7","5","99","10","1","275000","275000","275000","4","2","98","13","-","-","-","-","-","-","-","-","2","651000","325500","325500","4","4","97","41","-","-","-",NA,NA,NA
"83","01-2013",13,"1","Brampton",431,176057665,408486,379000,1002,51.6,1246,2.3,97,34,"-","228","110050845","482679","461000","599",783,"97","36","101","36129523","357718","362501","175","174","98","29","25","6444400","257776","250000","54","64","98","34","25","4983490","199340","200000","87","134","96","43","50","17766807","355336","355500","83","85","98","32","75","22750297","303337.2933",NA,NA,NA
"84","01-2013",13,"1","Brock",9,2384900,264989,218000,33,44.8,91,7.4,95,65,"-","9","2384900","264989","218000","32",89,"95","65","-","-","-","-","-","-","-","-","-","-","-","-","1","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA
"85","01-2013",13,"1","Burlington",55,27282749,496050,455000,106,58.7,164,2.7,98,34,"-","28","17185049","613752","537500","62",118,"99","35","5","2241900","448380","465000","5","3","99","31","7","2669000","381286","355000","15","14","97","33","4","1009400","252350","248700","12","21","98","54","8","3075600","384450","383600","9","7","98","35","12","4085000","340416.6667",NA,NA,NA
"86","01-2013",13,"1","Caledon",34,18236992,536382,486250,114,51.4,222,4,97,52,"-","28","15668002","559572","520000","99",204,"97","56","3","1211000","403667","415000","6","5","99","20","-","-","-","-","2","2","-","-","-","-","-","-","-","4","-","-","2","758000","379000","379000","6","6","98","49","-","-","-",NA,NA,NA
"87","01-2013",13,"1","City of Toronto",1559,791751646,507859,413500,4207,50.6,5736,2.7,98,37,"-","502","384054373","765049","610000","1251",1469,"98","31","147","86153767","586080","515000","252","234","100","22","110","39338712","357625","328000","229","341","98","42","730","248415556","340295","319000","2327","3501","97","44","56","30092738","537370","515500","110","127","100","28","786","278508294","354336.2519",NA,NA,NA
"88","01-2013",13,"1","City of Toronto Total",1559,791751646,507859,413500,4207,50.6,5736,2.7,98,37,"-","502","384054373","765049","610000","1251",1469,"98","31","147","86153767","586080","515000","252","234","100","22","110","39338712","357625","328000","229","341","98","42","730","248415556","340295","319000","2327","3501","97","44","56","30092738","537370","515500","110","127","100","28","786","278508294","354336.2519",NA,NA,NA
"89","01-2013",13,"1","Clarington",89,25164079,282742,273000,172,68,203,2,98,31,"-","64","19576729","305886","298500","122",157,"98","35","1","208000","208000","208000","6","6","99","13","1","152000","152000","152000","4","5","101","7","5","825500","165100","163000","15","18","98","34","12","2896750","241396","245750","16","9","99","14","17","3722250","218955.8824",NA,NA,NA
"90","01-2013",13,"1","Dufferin County",27,8266200,306156,290000,74,72.5,107,2.3,98,41,"-","18","6126800","340378","319000","55",83,"98","35","2","488400","244200","244200","4","5","100","43","2","368500","184250","184250","3","5","97","72","2","462000","231000","231000","8","9","97","66","3","820500","273500","302500","4","5","97","40","5","1282500","256500",NA,NA,NA
"91","01-2013",13,"1","Durham Region",508,169495248,333652,315000,1056,64.3,1280,2,98,29,"-","345","127671798","370063","347000","778",991,"98","29","34","8766600","257841","226000","50","41","99","25","30","6668900","222297","223500","50","71","97","43","26","5734400","220554","212250","66","85","97","37","54","15439150","285910","291750","83","67","99","23","80","21173550","264669.375",NA,NA,NA
"92","01-2013",13,"1","East Gwillimbury",21,9493300,452062,405000,41,58,76,3.2,97,32,"-","18","8409400","467189","417500","38",73,"97","31","1","425000","425000","425000","1","2","97","18","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","2","658900","329450","329450","2","1","99","43","-","-","-",NA,NA,NA
"93","01-2013",13,"1","Essa",9,2596500,288500,286500,23,57.5,50,4.6,96,112,"-","9","2596500","288500","286500","19",45,"96","112","-","-","-","-","2","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","1","-","-","-","-","-",NA,NA,NA
"94","01-2013",13,"1","Georgina",44,13241259,300938,282500,83,65.5,141,3,98,47,"-","40","12336000","308400","3.00E+05","78",136,"98","48","-","-","-","-","1","2","-","-","-","-","-","-","-","-","-","-","1","140000","140000","140000","1","2","97","90","3","765259","255086","258000","3","1","98","15","4","905259","226314.75",NA,NA,NA
"95","01-2013",13,"1","Halton Hills",57,24370911,427560,420000,124,63.7,177,2.4,98,38,"-","44","20008411","454737","429500","101",154,"98","41","4","1443200","360800","374150","7","6","99","33","3","864000","288000","256000","4","4","97","35","2","415500","207750","207750","5","4","98","22","4","1639800","409950","397900","7","9","99","18","6","2055300","342550",NA,NA,NA
"96","01-2013",13,"1","Halton Region",340,187032388,550095,472000,729,56.7,983,2.5,98,36,"-","216","140504038","650482","545500","457",690,"97","39","25","10414550","416582","409000","42","37","99","26","20","6687400","334370","312500","53","59","98","37","14","3604300","257450","253750","62","96","98","35","60","23805300","396755","389500","103","92","98","29","74","27409600","370400",NA,NA,NA
"97","01-2013",13,"1","Innisfil",22,7336990,333500,322500,67,56,140,4.4,96,86,"-","22","7336990","333500","322500","64",137,"96","86","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3","3","-","-","-","-","-",NA,NA,NA
"98","01-2013",13,"1","King",10,5219900,521990,488950,58,42.9,136,6.3,96,74,"-","7","3986900","569557","503000","57",123,"96","71","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","12","-","-","-","-","-","-","-","1","-","-","-","-","-",NA,NA,NA
"99","01-2013",13,"1","Markham",204,122314812,599582,554000,458,51.9,621,2.4,97,42,"-","99","77748086","785334","710000","207",268,"97","42","16","7685888","480368","488950","31","24","99","17","16","6628688","414293","391000","35","42","98","44","33","10469650","317262","296000","103","198","97","68","24","11166100","465254","464000","59","70","98","25","57","21635750","379574.5614",NA,NA,NA
"100","01-2013",13,"1","Milton",106,48370728,456328,440950,218,56.1,221,2,98,28,"-","57","30527078","535563","520000","123",137,"98","30","10","4081450","408145","402000","21","19","99","20","6","1830400","305067","306750","12","10","99","35","2","535900","267950","267950","8","9","99","27","31","11395900","367610","378500","49","41","99","27","33","11931800","361569.697",NA,NA,NA
"101","01-2013",13,"1","Mississauga",543,239702610,441441,395000,1216,53.3,1534,2.4,97,36,"-","165","113425853","687429","619000","407",504,"97","31","88","38367567","435995","437250","130","131","98","29","86","27861488","323971","319500","178","187","97","36","160","41438903","258993","252250","451","672","97","45","37","15311319","413819","409000","38","28","98","29","197","56750222","288072.1929",NA,NA,NA
"102","01-2013",13,"1","New Tecumseth",33,10354300,313767,262500,60,67.1,118,3,97,63,"-","22","7479400","339973","291000","45",85,"97","66","3","675000","225000","225000","1","6","97","83","-","-","-","-","1","2","-","-","-","-","-","-","-","3","-","-","5","1219900","243980","245500","6","6","98","40","-","-","-",NA,NA,NA
"103","01-2013",13,"1","Newmarket",65,29790932,458322,436000,139,68.9,146,1.5,98,27,"-","46","22828432","496270","486000","97",108,"98","27","8","2992000","374000","378000","20","17","99","27","2","627500","313750","313750","4","6","98","38","2","586000","293000","293000","5","6","98","33","6","2402000","400333","394000","12","9","98","27","8","2988000","373500",NA,NA,NA
"104","01-2013",13,"1","Oakville",122,87008000,713180,604000,281,54.1,421,2.9,97,41,"-","87","72783500","836592","671000","171",281,"96","45","6","2648000","441333","415000","9","9","99","28","4","1324000","331000","333500","22","31","97","51","6","1643500","273917","257750","37","62","97","29","17","7694000","452588","425000","38","35","98","34","23","9337500","405978.2609",NA,NA,NA
"105","01-2013",13,"1","Orangeville",27,8266200,306156,290000,74,72.5,107,2.3,98,41,"-","18","6126800","340378","319000","55",83,"98","35","2","488400","244200","244200","4","5","100","43","2","368500","184250","184250","3","5","97","72","2","462000","231000","231000","8","9","97","66","3","820500","273500","302500","4","5","97","40","5","1282500","256500",NA,NA,NA
"106","01-2013",13,"1","Oshawa",124,33665142,271493,250000,243,66.3,271,1.8,98,27,"-","90","27652342","307248","287500","185",202,"98","24","15","2970400","198027","198000","17","18","97","37","11","1529000","139000","118000","14","21","96","41","2","250000","125000","125000","12","16","97","15","3","543900","181300","186000","8","10","98","31","5","793900","158780",NA,NA,NA
"107","01-2013",13,"1","Peel Region",1008,433997267,430553,386000,2332,52.5,3002,2.4,97,36,"-","421","239144700","568040","515000","1105",1491,"97","35","192","75708090","394313","385301","311","310","98","29","111","34305888","309062","305000","234","253","97","36","185","46422393","250932","240000","538","810","97","45","89","33836126","380181","372000","127","119","98","31","274","80258519","292914.3029",NA,NA,NA
"108","01-2013",13,"1","Pickering",59,23814855,403642,382500,142,61.9,162,1.9,98,28,"-","38","17574355","462483","439000","90",104,"99","24","1","406000","406000","406000","4","5","98","6","9","2523000","280333","280000","18","19","97","42","5","1463500","292700","300000","18","20","96","24","6","1848000","308000","305500","10","10","98","38","11","3311500","301045.4545",NA,NA,NA
"109","01-2013",13,"1","Richmond Hill",182,124324586,683102,635400,415,48.3,508,2.5,97,40,"-","112","95917988","856411","759500","240",300,"97","40","5","2517400","503480","490000","10","11","98","42","12","4271900","355992","350950","11","17","98","46","23","6827500","296848","298000","97","125","96","46","26","12710298","488858","480000","50","49","98","30","49","19537798","398730.5714",NA,NA,NA
"110","01-2013",13,"1","Scugog",16,6094400,380900,341500,47,52.7,85,4.5,98,61,"-","13","5351400","411646","357000","45",84,"98","72","2","463000","231500","231500","2","-","100","3","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA
"111","01-2013",13,"1","Simcoe County",112,40383816,360570,327875,242,59.5,457,3.7,97,64,"-","88","33354716","379031","358250","193",395,"97","69","7","1874200","267743","274000","10","13","98","41","1","275000","275000","275000","5","4","98","13","-","-","-","-","-","3","-","-","7","1870900","267271","248500","14","14","98","40","-","-","-",NA,NA,NA
"112","01-2013",13,"1","Toronto C01",186,82689050,444565,380000,649,41.3,977,3.8,97,38,"-","2","1992000","996000","996000","5",11,"91","60","11","9586000","871455","750000","15","13","96","35","11","4753000","432091","415000","22","29","97","37","159","64090050","403082","368000","592","909","98","39","3","2268000","756000","740000","12","12","103","11","162","66358050","409617.5926",NA,NA,NA
"113","01-2013",13,"1","Toronto C02",26,26714300,1027473,767500,127,43.4,202,4,97,44,"-","8","11604300","1450538","1086250","23",23,"98","37","4","5168000","1292000","1187500","12","13","98","18","-","-","-","-","4","8","-","-","13","9527000","732846","696000","82","144","96","57","1","415000","415000","415000","6","9","99","24","14","9942000","710142.8571",NA,NA,NA
"114","01-2013",13,"1","Toronto C03",17,10388388,611082,437500,70,55,92,2.3,101,14,"-","9","6825888","758432","635000","44",59,"101","8","5","2773500","554700","437500","9","9","101","26","-","-","-","-","2","4","-","-","1","345000","345000","345000","9","15","97","21","-","-","-","-","3","3","-","-","-","-","-",NA,NA,NA
"115","01-2013",13,"1","Toronto C04",44,46251447,1051169,937500,147,49.9,183,2.6,99,23,"-","33","41531418","1258528","1182000","101",115,"99","21","1","805029","805029","805029","5","4","105","6","-","-","-","-","5","5","-","-","8","3022500","377813","387500","32","46","97","29","1","662500","662500","662500","2","3","99","6","9","3685000","409444.4444",NA,NA,NA
"116","01-2013",13,"1","Toronto C06",14,8197900,585564,454950,45,50.4,62,2.8,95,48,"-","7","5972000","853143","850000","20",28,"94","52","-","-","-","-","-","1","-","-","-","-","-","-","1","3","-","-","7","2225900","317986","310000","24","30","97","44","-","-","-","-","-","-","-","-","-","-","-",NA,NA,NA
"117","01-2013",13,"1","Toronto C07",62,32457088,523501,388000,179,44.1,231,3.2,98,39,"-","18","16499550","916642","793500","64",87,"97","35","4","2059000","514750","517500","1","1","98","43","3","1204000","401333","406000","10","10","98","66","36","11884650","330129","332500","100","127","98","36","1","809888","809888","809888","3","3","99","140","37","12694538","343095.6216",NA,NA,NA
"118","01-2013",13,"1","Toronto C08",63,28168388,447117,380000,192,47.3,272,3,98,48,"-","-","-","-","-","1",4,"-","-","4","3405000","851250","852500","3","3","98","28","1","332000","332000","332000","8","12","98","76","55","22114388","402080","370000","174","246","97","51","3","2317000","772333","795000","6","6","106","13","58","24431388","421230.8276",NA,NA,NA
"119","01-2013",13,"1","Toronto C09",13,19258000,1481385,1095000,55,53.5,65,2.7,100,23,"-","8","15672000","1959000","1987500","23",27,"101","16","-","-","-","-","-","-","-","-","1","997000","997000","997000","3","2","98","16","4","2589000","647250","650000","19","24","98","37","-","-","-","-","2","2","-","-","-","-","-",NA,NA,NA
"120","01-2013",13,"1","Toronto C10",35,19363045,553230,479000,77,58.3,80,1.9,99,30,"-","3","3041000","1013667","910000","15",15,"99","30","3","2020000","673333","681000","4","2","105","6","4","2381900","595475","587450","6","4","98","22","24","10860145","452506","418998","52","58","98","32","1","1060000","1060000","1060000","-","1","96","80","25","11920145","476805.8",NA,NA,NA
